"business_id","start","end","n","peak","restaurant_id","key"
"CHbUJhRrN1ub2TsxM0bk3w",2005-08-24,2015-03-24,38,2010-02-19 12:00:00,"rJoQmroV","yelp_id_0"
"CJC4DYEAlCbE0BaqZONLvw",2005-08-22,2015-04-29,227,2012-01-08 00:00:00,"rNo60dE6","yelp_id_0"
"CKbW0-t452J6eQ92f2QSXw",2006-01-27,2009-09-01,9,2007-11-13 00:00:00,"6Wo2r6o9","yelp_id_0"
"CLHTy0v9l_qnJlGQiIvwAQ",2007-07-20,2015-02-07,98,2011-04-13 00:00:00,"xWoYNjOK","yelp_id_0"
"CPy58I8mWJLpKm-T90a3zA",2005-08-13,2015-01-01,115,2011-04-11 00:00:00,"0ZED7GOD","yelp_id_0"
"CQyKNvYkRe1dP2sLot3PKg",2009-07-20,2015-04-09,72,2011-12-22 12:00:00,"1m3MpyEB","yelp_id_0"
"CSEEeBLX5C-5IV_Y4KC_IA",2006-12-27,2008-04-06,13,2007-08-14 00:00:00,"JGoNgyOL","yelp_id_1"
"CStOHsVt6vJAarx88fsmKA",2008-07-31,2013-07-09,15,2011-09-20 00:00:00,"8x3zQZEk","yelp_id_0"
"C_a6h-YdYPFDAX_3YJUTIA",2006-04-06,2015-04-28,633,2011-11-14 00:00:00,"qN3gAYOA","yelp_id_0"
"Cd6XEOeb-vJo5KoUE4jl0A",2006-11-28,2014-10-24,11,2011-01-07 00:00:00,"xWoYqvoK","yelp_id_0"
"CdBOM-FrzySjVF4HYA7wEg",2006-02-21,2015-04-06,92,2010-09-01 12:00:00,"B1oX4boV","yelp_id_0"
"Cfklt_XYr0rwHdEEQwBrrQ",2006-01-22,2015-04-23,43,2011-07-30 00:00:00,"dj3dJrO9","yelp_id_0"
"CgdK8DiyX9Y4kTKEPi_qgA",2005-12-11,2012-08-27,44,2010-10-13 12:00:00,"p03824Om","yelp_id_0"
"Cibwz9_Bdwwl0Mu4TRCyZw",2008-04-20,2010-09-09,7,2008-08-05 00:00:00,"8x3zrY3k","yelp_id_0"
"CivIfhVTX4hOpM_PvitK1g",2006-11-07,2014-06-08,30,2009-10-17 00:00:00,"Y1Emrl3w","yelp_id_0"
"ClGSIJl4ucHOu-5CaOdXTQ",2010-07-28,2015-03-21,11,2012-03-02 00:00:00,"ZBEnnKEY","yelp_id_0"
"CmhWVaHGCcDcx6RvuY59Xw",2006-06-01,2012-11-17,141,2010-07-16 00:00:00,"njoZX1Er","yelp_id_0"
"CnX3HLge6QjO2UsTXP8H5w",2005-04-29,2015-04-24,273,2010-01-27 00:00:00,"ydEj5gOW","yelp_id_0"
"CveIhw0rL4xVkt_sUy2Dlg",2005-08-31,2007-01-21,8,2006-08-27 00:00:00,"p038KvEm","yelp_id_0"
"CwVaYZzY_yxgLzuXovlhUA",2005-07-11,2015-04-29,84,2011-04-22 00:00:00,"rNo6lgE6","yelp_id_0"
"CwkbM0mm-42b2QlngkeoZQ",2008-07-30,2015-03-29,58,2012-04-15 00:00:00,"8x3z2Y3k","yelp_id_0"
"Cwv4bec_2BomMIzajSoO7Q",2008-05-12,2015-04-30,52,2014-06-13 00:00:00,"ekE4jGo2","yelp_id_0"
"CyG_hN7zHomxZsKsF35pKw",2009-10-19,2015-04-26,142,2012-06-07 12:00:00,"we39G0Ok","yelp_id_0"
"CzZFeac_hEN6naVPqfKszQ",2008-06-17,2013-03-28,12,2010-11-06 12:00:00,"6K3lW6Ez","yelp_id_0"
"D0jzt31IrnOgo6d9HcI2Ig",2010-01-13,2015-03-28,143,2012-02-28 00:00:00,"Pk3wvaEd","yelp_id_0"
"D2ub8gbgMkJBKMucHFqquA",2005-07-14,2015-04-25,160,2010-11-02 00:00:00,"p038JvOm","yelp_id_0"
"D59vpVdtUL9jhKh3QTA78g",2008-03-11,2011-02-15,3,2008-07-19 00:00:00,"Pk3wDqod","yelp_id_0"
"D7RujkaStmZug1cFKWq9QQ",2005-08-26,2012-03-19,14,2009-03-11 12:00:00,"B1oXeYOV","yelp_id_0"
"DD_A7DaGDGEHJnw_KTMPKQ",2006-07-03,2015-02-17,20,2010-06-09 00:00:00,"KAoKWjog","yelp_id_0"
"DDpQYNs87KJELp7rMtR2kQ",2008-12-29,2012-06-11,7,2010-12-29 00:00:00,"geEVwJ3z","yelp_id_0"
"DG9pVbQO1rBe2t-822C_Lw",2006-10-02,2015-04-22,83,2011-09-29 00:00:00,"1m3MkLOB","yelp_id_0"
"DIz2iv2g_8gVkg7uWmuZXg",2005-08-12,2015-04-27,52,2012-05-10 12:00:00,"B1oXNdEV","yelp_id_0"
"DJNBZw_djvWzJhm01-jtZg",2005-07-26,2008-08-06,11,2007-02-16 00:00:00,"B1oXabOV","yelp_id_0"
"DLXcdY5dBSXrBWGAZrQ_Tg",2005-08-16,2010-09-14,68,2008-04-30 12:00:00,"p038Xv3m","yelp_id_0"
"DMWDTN9THjEToULGRhC8wA",2007-10-09,2015-05-02,863,2012-04-04 00:00:00,"8x3zDbOk","yelp_id_0"
"DWb0GIgS9SeB-0VtxGndLQ",2006-05-08,2014-12-16,67,2011-08-08 00:00:00,"XJ3r1bER","yelp_id_0"
"DcG1UsUp6CyrWht4hRf8Hg",2005-07-30,2015-04-27,119,2010-11-28 00:00:00,"ydEjrDEW","yelp_id_0"
"DdLWptwquP1jb-JEFIW79A",2005-07-21,2013-01-29,79,2009-01-04 00:00:00,"nkOvgaEB","yelp_id_0"
"Delv3as26L3B43H2MTaz3w",2007-05-25,2012-12-23,10,2009-05-24 00:00:00,"we39PREk","yelp_id_0"
"DfoAFLWjNX8oclNIfW3pbA",2005-07-11,2015-04-29,298,2010-12-10 12:00:00,"1m3MYZ3B","yelp_id_0"
"Dj1qzetm9ULJCKQpoCDKfg",2005-07-21,2015-04-23,235,2011-11-26 00:00:00,"KAoK16Eg","yelp_id_0"
"DldVQt9XDsTroBac0W0FDw",2006-02-23,2009-04-19,34,2008-05-14 12:00:00,"eVOBl63j","yelp_id_0"
"Dni_b2sRuGpDqWCBWPt6aQ",2006-04-25,2015-04-16,391,2011-11-29 00:00:00,"NbE16z3J","yelp_id_0"
"DsElinWYUNY_gMkqs0VijA",2006-05-14,2013-04-04,144,2009-10-02 00:00:00,"Y1EmanEw","yelp_id_0"
"DsffII_rSzhPxcGxq8OfdA",2005-07-05,2015-03-27,93,2010-05-25 00:00:00,"eVOBLr3j","yelp_id_0"
"DunFCDanv59XseBXPWKnsw",2007-01-27,2015-04-25,90,2012-05-06 00:00:00,"njoZBYor","yelp_id_0"
"Duqh33zcv278odJ9vmNiQg",2008-01-24,2015-04-28,15,2012-10-23 00:00:00,"v5oJwbOB","yelp_id_0"
"Dwm4JIJpVL0jg4X4oSXFqw",2008-09-14,2015-05-01,53,2013-11-09 00:00:00,"6Wo24gE9","yelp_id_0"
"DycI3MwjvnMYdSyWEjxdnw",2005-07-01,2015-04-20,428,2011-12-03 12:00:00,"p038xX3m","yelp_id_0"
"DzY_DTU_4R-aecvfCs-Q2g",2005-06-24,2015-04-21,501,2011-03-02 00:00:00,"8gOqD4o2","yelp_id_0"
"E36-TPffr0PqtTsL8pnp_Q",2006-11-06,2015-01-07,77,2011-02-20 00:00:00,"we39aR3k","yelp_id_0"
"E4Yh8OoGFrZ6c3Y-vsbdmw",2005-07-12,2013-04-20,113,2010-07-30 00:00:00,"eVOBda3j","yelp_id_0"
"E4twNFJQyg7U6SA6WWIr6w",2005-07-06,2007-05-05,5,2006-10-29 00:00:00,"1JEbg73R","yelp_id_0"
"E5cwMKhluClrVQqWkssQlQ",2007-05-09,2015-05-02,1171,2011-11-28 00:00:00,"V4305yoB","yelp_id_0"
"E5k7dSdKCSAY3l4_GoEhaw",2004-10-13,2009-12-02,60,2008-11-22 00:00:00,"7RO526Eq","yelp_id_0"
"E6kZousLZNxczNaPrbEbeQ",2008-06-17,2015-03-23,14,2010-11-23 12:00:00,"8KoAnaO6","yelp_id_0"
"E7a1xGrudy9sPuCL2yNz8Q",2008-01-25,2015-03-31,41,2011-07-23 00:00:00,"6K3lXq3z","yelp_id_0"
"EAZuOlZyYZE2_QRxN7WsUw",2007-10-15,2014-12-06,30,2011-08-23 12:00:00,"1m3MJDoB","yelp_id_0"
"EAbPXPeiPRcnbByFnThgkQ",2006-02-28,2015-04-10,117,2010-09-10 00:00:00,"dj3dz7O9","yelp_id_0"
"ECv0o_XUO_Vfa0DkTOraig",2008-04-04,2014-01-03,16,2009-04-09 12:00:00,"rNo6PJE6","yelp_id_0"
"EH1fEgcMUU7LnEEr5-ngog",2006-03-11,2011-05-03,32,2009-02-12 00:00:00,"0ZEDWxOD","yelp_id_0"
"EIT59GD00S01M8Om8ZL8zA",2007-06-09,2013-06-05,33,2009-04-14 00:00:00,"JGoNzdoL","yelp_id_0"
"EJOtrpX2X0X31Us9j9xz-g",2008-02-12,2010-03-16,96,2009-01-02 00:00:00,"0ZEDglOD","yelp_id_0"
"ENJjz_9_CC_rad60dRBfLQ",2011-01-05,2014-03-07,3,2011-03-08 00:00:00,"Pk3w2qEd","yelp_id_0"
"EPfBdEh4XY7JFD47u3cSAA",2007-11-29,2015-03-21,21,2010-05-15 00:00:00,"V430G4EB","yelp_id_0"
"EQdxwZ5QaATWcUpJ34DXmA",2005-07-30,2015-04-30,160,2011-12-26 12:00:00,"8xEx44E0","yelp_id_0"
"ERwrqQ3XIHfjZDlCzp8tXg",2006-02-22,2015-02-22,37,2009-03-29 00:00:00,"8KoAPa36","yelp_id_0"
"ESxL_65vHC5rc-A8p55ipw",2005-07-06,2015-04-30,619,2012-08-09 00:00:00,"geEV8zoz","yelp_id_0"
"ETj24Pihs6k02yTVpivJ0w",2008-11-16,2015-02-28,84,2011-07-07 00:00:00,"8gOqY0O2","yelp_id_0"
"EWLnEPHowyn7-Cc5UotQ8A",2005-08-26,2014-10-08,13,2009-05-23 00:00:00,"xWoY9KoK","yelp_id_0"
"EZZ2Igl2IOdV3B1oBtMFhg",2008-04-07,2013-07-09,7,2012-02-27 00:00:00,"Pk3wb5Ed","yelp_id_0"
"E_zpIQgy_ptAGVQdsvKVyw",2009-09-23,2011-04-05,80,2010-04-18 12:00:00,"6VOpGaoL","yelp_id_0"
"EeL5iZ9VeOjDZVr-Dse4nA",2005-08-18,2008-12-04,7,2007-03-20 00:00:00,"m0oW23Gj","yelp_id_0"
"EfPxFd3dfHJfGgB74onBgA",2006-12-28,2010-09-27,25,2009-04-14 00:00:00,"XJ3rApER","yelp_id_0"
"EgB2GBymkf9BUXGlxpXvIw",2005-08-08,2015-04-12,164,2011-06-12 00:00:00,"ydEjeeOW","yelp_id_0"
"EhBOBUBzytxD22fIz1piJg",2011-03-04,2015-04-12,191,2012-08-23 00:00:00,"eVOBX13j","yelp_id_0"
"EkEwyFQdTKau1UBEUCxnsw",2005-07-01,2015-04-28,833,2011-07-08 00:00:00,"dj3dwaE9","yelp_id_0"
"EnZAwzChuQlKdINeEYnRPQ",2007-09-13,2015-01-01,42,2011-12-19 12:00:00,"geEVBJEz","yelp_id_0"
"EoHKFmYBC8N0MrSmvIH_ug",2007-10-22,2014-10-24,11,2012-12-30 00:00:00,"xWoY093K","yelp_id_0"
"EogdYZMOzqtDyNNPJDkFBg",2006-03-08,2014-06-30,13,2012-09-24 00:00:00,"ZBEnpYoY","yelp_id_0"
"EsVW6mf-c8hWBs-AsuQmEg",2007-01-30,2015-04-26,25,2010-02-27 00:00:00,"8KoA9Ko6","yelp_id_0"
"EvkMkZ00LixG7BsRZSN2Vw",2005-04-25,2008-03-29,57,2007-03-11 00:00:00,"p038RaOm","yelp_id_0"
"F14qL4VRQ3Ewc5uASeidNQ",2006-11-29,2007-12-12,4,2007-03-06 00:00:00,"WeEevd3a","yelp_id_0"
"F6Wqv-ZTFaIASuBpUOIeEQ",2008-05-29,2015-05-01,171,2013-01-19 00:00:00,"m0oWVd3G","yelp_id_0"
"F86KrruF6vkNcne33rj3JQ",2006-02-21,2014-11-05,27,2010-09-08 00:00:00,"V430Xb3B","yelp_id_0"
"FCaUCzIv701wEJ6fdQFRgw",2005-06-23,2015-04-26,186,2012-05-02 12:00:00,"1JEb6eER","yelp_id_0"
"FD5_4iNhSZ5SYVPG_9LL7g",2007-02-15,2015-01-14,21,2012-08-18 00:00:00,"m0oWjJ3G","yelp_id_0"
"FGMuRYJChri4jUQaCJy_KA",2006-02-08,2015-04-10,126,2012-03-15 00:00:00,"8x3z7Rok","yelp_id_0"
"FHT2xmNFrUU9WQszWhpCpw",2006-01-23,2014-01-28,121,2009-10-12 00:00:00,"9JoP7j38","yelp_id_1"
"FMBUdQBYLXw4q4VT8wev2Q",2007-10-27,2011-02-28,70,2009-04-06 00:00:00,"0j3LyLor","yelp_id_0"
"FNSeHhZUjxvq66Ad0U7X2Q",2005-08-02,2014-09-26,41,2010-05-07 00:00:00,"1JEb0MoR","yelp_id_0"
"FTGGNHujbcfike6xVx6UPw",2005-08-24,2013-08-13,136,2010-04-18 12:00:00,"9JoPJ0E8","yelp_id_0"
"FX8RGu4d3lEvqTIF-x8sNg",2006-02-21,2015-04-29,201,2011-01-12 00:00:00,"JGoNdWEL","yelp_id_0"
"Fb-tiNyOFI6_iKDlGVydCQ",2008-05-05,2015-02-14,23,2012-11-20 00:00:00,"1m3M2koB","yelp_id_0"
"FbzMDetaaZJxCaJ8s0AxZg",2005-06-30,2015-03-14,159,2010-10-08 00:00:00,"WwOaewOB","yelp_id_0"
"Fo9qG59lVtxu-Axg8l5bkQ",2010-06-21,2015-05-01,335,2012-08-11 00:00:00,"ZBEnvrEY","yelp_id_0"
"FoMKBYFlvXyfCCCrA6PiTg",2005-08-13,2015-04-25,106,2012-04-06 00:00:00,"KAoKdPOg","yelp_id_0"
"FrUFaNmpMtq01z_eQemkDw",2008-09-20,2015-04-24,189,2012-06-20 00:00:00,"1m3Ml9EB","yelp_id_0"
"Fy_9m7vVgOypixTj5FTjBg",2005-08-22,2015-05-01,260,2010-08-12 12:00:00,"rNo6xdE6","yelp_id_0"
"Fz6dp2icegHtiWH3GRFkIQ",2007-06-25,2009-03-25,56,2008-04-14 12:00:00,"ydEj4VoW","yelp_id_0"
"G3qC1ZqmG9AXttR7EhpHjg",2006-05-25,2015-03-20,47,2010-04-28 00:00:00,"Pk3wkV3d","yelp_id_0"
"G53MBrark2Tuhc8YdO3kSg",2009-02-14,2015-04-26,271,2011-12-12 00:00:00,"p038vaOm","yelp_id_0"
"G5QEyeI1DIVZIf9Gm1TVAw",2006-04-12,2015-04-16,50,2011-11-24 00:00:00,"qN3g0goA","yelp_id_0"
"G5cZgcmTM0o_-6yeFvWCfA",2005-08-22,2015-04-18,192,2011-11-05 00:00:00,"8xEx2Bo0","yelp_id_0"
"G88k4yuXRNrCtOHtEH8AHg",2005-07-30,2013-03-10,182,2009-11-08 12:00:00,"geEVpBoz","yelp_id_0"
"GAdqjmUmn_ibbfvo0wArIQ",2007-07-27,2015-02-10,13,2011-07-07 00:00:00,"Pk3w02od","yelp_id_0"
"GCqQkck9QDLw9m-ONmHq9Q",2008-01-02,2012-11-06,3,2008-08-28 00:00:00,"v5oJbyoB","yelp_id_0"
"GG8A2uzDj9at9oMhyjkXEQ",2005-06-24,2015-04-19,88,2010-03-23 12:00:00,"VpoGe9Er","yelp_id_0"
"GGwaw4WgGhU-26Z-M84muA",2006-03-10,2015-04-25,62,2011-10-30 12:00:00,"wmo7BG3q","yelp_id_0"
"GH-sRrLQf_l5yTgxrWibJg",2007-10-10,2008-08-20,11,2008-04-30 00:00:00,"geEVqZOz","yelp_id_0"
"GItsDlXbIzMQAsAIq2ib1A",2005-08-26,2008-03-13,11,2006-11-25 00:00:00,"B1oXpYoV","yelp_id_0"
"GOGGEPr8DoNnEk5UqHRplw",2009-07-22,2015-05-02,517,2012-10-14 00:00:00,"N6Ok0qEx","yelp_id_0"
"GSXZjjsepNzjpWd9mPNPhw",2008-04-11,2015-01-03,199,2010-12-22 00:00:00,"nkOvDl3B","yelp_id_0"
"GVA5cmjybj4JUi9h5R8EVA",2009-03-30,2012-08-03,122,2010-05-14 00:00:00,"wmo7vG3q","yelp_id_0"
"GXxw6_0lf6LnzOq74a_f6Q",2006-02-03,2015-04-30,1174,2011-11-03 00:00:00,"0ZEDrGoD","yelp_id_0"
"GYCRSBBNkanEAtUJlvO3qg",2009-02-22,2015-03-06,36,2013-04-04 00:00:00,"ydEjLgoW","yelp_id_0"
"G_JE7fb_BecauMPGGSInmA",2008-05-20,2015-01-23,351,2009-09-24 00:00:00,"ekE4PNE2","yelp_id_0"
"GcYMN94gaEgvQyFi9mpCSw",2006-01-23,2015-04-13,114,2012-01-24 00:00:00,"we39BZok","yelp_id_0"
"Geropg5Fliv_nMGU0yr6jg",2009-10-16,2014-08-11,41,2011-10-21 00:00:00,"6K3lV8Oz","yelp_id_0"
"GfVh7wMrUs0fgGKEQMG-Rw",2005-04-27,2015-02-16,546,2012-02-04 12:00:00,"eVOBBJOj","yelp_id_0"
"GkQU7juecuE_CPaD-y7KuA",2005-08-02,2014-01-27,79,2010-04-16 00:00:00,"eVOBMwoj","yelp_id_0"
"Gr8YWpvUm2rN06qoufVqLA",2009-05-21,2012-01-03,9,2011-07-16 00:00:00,"wmo7jP3q","yelp_id_0"
"Gs5dgjnT1-xnLRs8p9kOdg",2009-05-12,2015-04-30,154,2012-05-03 00:00:00,"njoZw1Or","yelp_id_0"
"GshOkfZN9KWRVDiIaLsuRQ",2005-08-26,2015-04-28,232,2011-11-25 00:00:00,"XJ3r8JOR","yelp_id_0"
"Gu3HnRS6X2-mJPNVZyD3sA",2008-03-17,2015-03-01,33,2013-03-07 00:00:00,"wmo7Vd3q","yelp_id_0"
"GuIok1t85ptZIFtfeRikAQ",2007-10-06,2015-04-21,97,2013-09-09 00:00:00,"7RO5z6Eq","yelp_id_0"
"Gwn-4wU0Kp3lAysABKTRCg",2010-06-17,2015-05-02,186,2012-07-14 00:00:00,"xWoYQgoK","yelp_id_0"
"GzcnvLq7a2njQxWyNyepUg",2005-04-28,2015-03-30,202,2009-02-15 12:00:00,"Y1EmjR3w","yelp_id_0"
"H0mqWM3NaoBl2wDeXfUe5g",2006-02-21,2015-04-30,20,2009-08-05 00:00:00,"we392Nok","yelp_id_0"
"H10Zp0Gj5w1osmR2ID60UQ",2005-12-28,2015-04-21,261,2011-06-29 00:00:00,"9JoP60E8","yelp_id_0"
"H3C_4i7bexx5im2EirxuLg",2005-07-15,2015-04-30,200,2010-09-22 00:00:00,"m0oWJl3G","yelp_id_0"
"H5IIFzGlOuf50sPrDXMtpQ",2007-03-11,2015-04-20,250,2010-08-21 00:00:00,"v5oJmd3B","yelp_id_0"
"H77mWNpIoM3L6RdgAcuJnA",2008-09-06,2015-03-23,34,2012-07-11 12:00:00,"p0389Gom","yelp_id_0"
"H8ORIIPAIVbp_CIbEHlalQ",2007-03-06,2015-03-03,69,2012-05-17 00:00:00,"9JoPn7E8","yelp_id_0"
"HDNruD8TkRfYQKPx3KA58A",2005-07-19,2015-04-24,299,2011-04-19 00:00:00,"p038NGOm","yelp_id_0"
"HFka_ZRULESNykY8cr_3Qw",2005-07-19,2008-01-11,22,2007-06-05 12:00:00,"JGoNkOL2","yelp_id_0"
"HFlaO0C9gVxHYCsi0_Cbmg",2010-02-16,2015-04-15,8,2011-07-21 12:00:00,"ekE4y632","yelp_id_0"
"HHjqMNunMg6uhtQXSL17XQ",2006-11-27,2015-03-19,79,2011-08-01 00:00:00,"dj3dBLO9","yelp_id_0"
"HHuaSxExxef3BknhNytPng",2005-07-21,2015-04-16,29,2011-03-24 00:00:00,"WwOaDBoB","yelp_id_0"
"HIL2lSB_j3r_B10O-1ErJA",2005-07-15,2006-12-06,3,2006-06-06 00:00:00,"6Wo2Vyo9","yelp_id_0"
"HIXW3yF1ZTX-Mw4XSirQTQ",2005-04-28,2015-04-26,160,2011-07-07 00:00:00,"lnORvnON","yelp_id_0"
"HIiqzOi9NMPEqNaAgK_0Rw",2007-11-26,2015-04-10,28,2011-03-09 12:00:00,"ekE4eK32","yelp_id_0"
"HNG7WnOZHJ9F8eO0JytKZw",2005-07-10,2015-04-25,778,2010-10-26 00:00:00,"wmo7Wjoq","yelp_id_0"
"HQcUUv1qQvcW5w9LDqLZ2Q",2008-09-15,2014-09-28,8,2010-12-18 12:00:00,"geEV4eoz","yelp_id_0"
"HRN1A1-toEGHTisV8UpTuA",2010-08-21,2015-04-23,133,2012-04-01 00:00:00,"V4305oBp","yelp_id_0"
"HRcjd27Ci2f_oA5NsywbpQ",2005-07-14,2011-01-27,5,2009-02-24 00:00:00,"ydEja1OW","yelp_id_0"
"HVEOVV2jG-xk-_w_XoFi-g",2008-04-14,2014-02-12,13,2011-02-26 00:00:00,"6VOp8lOL","yelp_id_0"
"HbJd_iQTfOKxXzQb7jwqag",2005-11-20,2012-04-28,36,2009-04-10 12:00:00,"njoZRyor","yelp_id_0"
"HbvDZuXF-C3rXBlFNzHDmg",2006-10-22,2009-06-07,15,2008-11-17 00:00:00,"8x3zvR3k","yelp_id_0"
"Hd1GP1cI0gnYQhQf9qqUUQ",2005-06-29,2015-04-12,279,2011-10-21 00:00:00,"nkOv1loB","yelp_id_0"
"HdisqGawf_7b9jBVbwz95g",2005-07-29,2015-04-30,144,2012-05-07 00:00:00,"eVOB1Loj","yelp_id_0"
"Hdu-coBgv8GTw4VFiSUCJg",2007-12-30,2015-05-01,352,2011-10-21 12:00:00,"WwOayBOB","yelp_id_0"
"HhCe6sCH4aM2Ms3v-rCedg",2008-08-16,2015-03-25,131,2011-06-20 00:00:00,"p038M4om","yelp_id_0"
"HiLlDwTOX2wiLFCbqQ_KUg",2005-07-12,2015-04-19,251,2011-05-28 00:00:00,"eVOBnpOj","yelp_id_0"
"HkeXuwA6aFdoDCXy2CNYdA",2010-08-30,2015-02-08,35,2012-02-06 00:00:00,"p038GaEm","yelp_id_0"
"HkfAL4BUPv-CQEkTiDXUVQ",2007-09-12,2015-04-04,149,2011-09-19 00:00:00,"N6OkdqEx","yelp_id_0"
"HnBar6T9myN3VM0GIyOJsw",2005-08-23,2014-05-19,287,2010-11-19 00:00:00,"m0oWyPEG","yelp_id_0"
"HnLVANdjlnOlW720rFmODw",2010-07-02,2012-01-25,10,2010-12-24 00:00:00,"1m3M4yEB","yelp_id_0"
"HwYVMwDJ0V6hjgn-FqQiPg",2008-03-01,2015-04-26,57,2013-01-18 00:00:00,"6K3l4x3z","yelp_id_0"
"Hyhr1qQM5yniS9aD6JuLyg",2006-04-01,2013-11-04,132,2011-04-23 12:00:00,"JBEyk0o8","yelp_id_0"
"I0MxH1z9Gt9b3EYfCBNzgQ",2011-03-19,2015-04-25,84,2013-02-04 00:00:00,"ZBEnyGOY","yelp_id_0"
"I3qtZJ6RVg1dyVnoZQNSaA",2005-08-27,2015-05-01,61,2011-07-03 00:00:00,"lnORVON8","yelp_id_0"
"I48VP7lrUToKaJGRiz-X5A",2005-06-28,2009-11-07,54,2008-03-04 00:00:00,"1JEbR4ER","yelp_id_0"
"I4Sm9AQlzjHUQKSABKX1oA",2009-03-15,2014-09-03,15,2013-07-24 00:00:00,"1JEbvmER","yelp_id_0"
"IAgcyUR4VVtBATi1bSV5vw",2006-11-14,2014-10-14,42,2012-04-23 00:00:00,"N6OkDvEx","yelp_id_0"
"IAqLUvN5Z51StWA6kMRhbw",2008-11-13,2015-04-26,123,2011-12-04 00:00:00,"rNo6KgO6","yelp_id_0"
"IH1I9T_h7ynAMch9eXFNmQ",2005-06-30,2015-04-29,387,2011-04-27 00:00:00,"nkOv8V3B","yelp_id_0"
"IIvEvcZnDQmuQxIM-IgJmQ",2006-12-05,2015-04-30,375,2011-12-12 00:00:00,"we39kvOk","yelp_id_0"
"IJ9TEttX6nfXfvNNtA4mSQ",2008-04-17,2008-12-11,5,2008-08-21 00:00:00,"qN3g2EAv","yelp_id_0"
"IJh_hWr1R9JQ8NWy8RZ-qQ",2007-04-13,2007-12-19,3,2007-04-24 00:00:00,"7RO5MrOq","yelp_id_0"
"IMBstkmVEMrK61LVm5Fxvg",2005-08-09,2015-02-17,61,2011-07-19 00:00:00,"we397lOk","yelp_id_0"
"IN2K2xvfAwtf6zYTHN5Rmg",2006-04-06,2015-04-20,348,2011-03-29 00:00:00,"p038BDOm","yelp_id_0"
"IPOVhKA7WhwOmmH6aFUIGg",2007-03-09,2015-04-29,379,2011-10-09 00:00:00,"7RO5qjOq","yelp_id_0"
"IR0JDxaaj0LvlngmBSz_0w",2009-03-10,2010-02-08,8,2009-06-06 12:00:00,"0ZEDax3D","yelp_id_0"
"IRWct_HhKx5jmibgNMl60w",2007-10-25,2015-04-15,85,2011-04-05 00:00:00,"Y1Em8ROw","yelp_id_0"
"IS5beEITBqhsfLiEinOvSQ",2008-06-17,2008-07-19,3,2008-07-15 00:00:00,"v5oJ5r3B","yelp_id_0"
"IUlfRFye-W7qf9U_T_2kTw",2005-07-15,2015-03-26,198,2010-12-14 12:00:00,"ydEjmVOW","yelp_id_0"
"IVAT6g6XCmCe1z3nE3SZHw",2005-06-27,2014-08-19,44,2011-11-13 12:00:00,"Pk3wX5od","yelp_id_0"
"IVpp4umu-lVpZRDtCNmWag",2006-04-26,2015-03-23,109,2010-06-21 00:00:00,"8x3zG9ok","yelp_id_0"
"IZ5psLocdSyQS-2DXO2p4Q",2011-02-19,2015-04-28,181,2012-06-22 00:00:00,"dj3dR5O9","yelp_id_0"
"I_Pvo2WToqR1JlDAzfnvmg",2006-12-06,2008-03-21,3,2007-11-21 00:00:00,"ZBEnkv3Y","yelp_id_0"
"IcJZQoouWR6-AeDI3JpnMw",2006-09-12,2015-03-26,85,2011-02-07 00:00:00,"Y1EmNn3w","yelp_id_0"
"IdPILNU6ky88v-V_cZ-YLA",2006-05-26,2011-01-21,76,2009-03-28 12:00:00,"Pk3wy1Od","yelp_id_0"
"IjMVt0Uw74WHJ-kAyx53ng",2008-03-17,2015-03-29,93,2011-07-22 00:00:00,"qN3g2YEA","yelp_id_0"
"IjkVs_wjdwdq2tUFcmwylw",2006-03-20,2015-04-29,54,2010-04-07 00:00:00,"p038w8Em","yelp_id_0"
"IkEtseYqecfJzF-CYwRIww",2008-08-05,2013-03-20,8,2010-01-04 12:00:00,"WeEewoab","yelp_id_0"
"IxPuvyrdYSNZXEubOqGODQ",2008-08-14,2015-02-20,15,2012-09-12 00:00:00,"8KoAXp36","yelp_id_0"
"IyWRg_pW-DRS82cjh2EZkA",2006-01-22,2015-04-19,90,2009-09-28 00:00:00,"p038beOm","yelp_id_0"
"J03ls-cy7MZ0geYxenoYUg",2006-03-07,2015-04-23,59,2011-03-14 00:00:00,"0ZEDYk3D","yelp_id_0"
"J1pVV9_NtY1IPPxlnzf2Wg",2006-01-26,2010-10-04,29,2008-10-01 00:00:00,"we39eN3k","yelp_id_0"
"J2yE_lfZXuBDtNGdehdbTw",2006-01-22,2010-01-20,27,2008-01-11 00:00:00,"xWoYavoK","yelp_id_0"
"J3YdrfeeSpq7VwQf8fjh7Q",2005-07-15,2015-02-07,68,2010-10-07 12:00:00,"ydEj81oW","yelp_id_0"
"J4J7LOfq0AwXqrO7PgSFHQ",2010-04-01,2015-04-27,243,2012-12-30 00:00:00,"WwOa4YoB","yelp_id_0"
"J5_D-fkWs3yuO6QRVcvKDg",2007-09-11,2015-04-17,249,2011-03-08 00:00:00,"7RO5NdEq","yelp_id_0"
"JD0nDtLucfhkb1C3xGDl9A",2009-05-21,2014-07-30,9,2011-02-15 00:00:00,"rJoQj0OV","yelp_id_0"
"JDdGkan6ibGf1xJlH7K1cw",2007-06-01,2015-04-28,89,2012-06-12 00:00:00,"WeEeAWEa","yelp_id_0"
